,Unnamed: 0.1,Unnamed: 0,company,title,description,salary,tags,location,labels,link,index
54,54,6,Zhixin Technology,"Overseas Finance - Models, Strategies","1. Responsible for the strategic process construction of overseas credit business, and real-time monitoring, optimization and iteration; 2. Responsible for overseas data mining, providing derived variables from data sources such as APP and SMS; 3. Responsible for overseas model development, launch and iteration;",30-40K·15 salary,"['Beijing', 'Experience not required', 'Bachelor']","Room A-1209, Guorui Plaza, Daxing District, Beijing",['Risk control strategy and model'],https://www.zhipin.com/job_detail/bc1f20ccceba65221nx7392-EVtT.html,
55,55,9,Zhixin Technology,Minority Language Data Annotation - Arabic,"Job Responsibilities 1. Responsible for the annotation of the company's related Arabic text data 2. Combined with the annotation needs, organize and improve the annotation rules and annotation methods. Job Requirements: 1. Full-time undergraduate degree or above, fresh graduates are all welcome, including Arabic majors and Arabic certificates; 2. Chinese nationality, with study or life experience in Asia and Africa preferred; 2. Have solid language basic skills, fluent translation, and translation experience, among which bilingual ability is preferred; 3. Proficient in office software, such as word, excel and other tools; 4. Have a spirit of hard work and a certain ability to withstand pressure; 5. Work pragmatically, stable and down-to-earth, and have a strong sense of responsibility; 6. Work rigorously and meticulously, have quick thinking, and have excellent text comprehension and expression skills; 7. Have good communication skills and teamwork skills.",5-10K,"['Beijing', 'Experience not required', 'Bachelor']","Room 1209, Building A, Guorui Plaza, Daxing District, Beijing",['Proficient in this language'],https://www.zhipin.com/job_detail/7c7b511649af6ada1XB-3NS6E1dQ.html,
56,56,12,Zhixin Technology,Minority Language Text Annotation - Spanish,"Job Responsibilities 1. Responsible for the annotation of the company's related Spanish text data 2. Combined with the annotation needs, organize and improve the annotation rules and annotation methods. Job Requirements: 1. Full-time undergraduate degree or above, fresh graduates are welcome, among which those who study Spanish and have Spanish Level 4 or Level 8 certificate, DELE B2 certificate, SIELE certification are preferred; 2. Chinese nationality, with study abroad or living experience in Spanish-speaking areas is preferred; 2. Have solid language basic skills, fluent translation, and translation experience, among which bilingual ability is preferred; 3. Proficient in office software, such as word, excel and other tools; 4. Have a spirit of hard work and a certain ability to withstand pressure; 5. Work pragmatically, stable and down-to-earth, and have a strong sense of responsibility; 6. Work rigorously and meticulously, have a quick mind, and have excellent text comprehension and expression skills; 7. Have good communication skills and teamwork skills.",7-12K·15 Salary,"['Beijing', 'Experience not required', 'Bachelor']","Room 1209, Building A, Guorui Plaza, Daxing District, Beijing",['Translation'],https://www.zhipin.com/job_detail/b53e30194ca17abb1Xd529m5E1ZW.html,
57,57,15,Zhixin Technology,translate,1. Spanish translation; 2. Risk strategy warning and data analysis;,6-11K · 15 salary,"['Beijing', 'Within 1 year', 'Education not limited']","Room A-1209, Guorui Plaza, Daxing District, Beijing","['Interpretation', 'Translation', 'Audio Translation', 'Full-time']",https://www.zhipin.com/job_detail/5dc8f12fdd4fb76c1XZz2dS0FFZZ.html,
58,58,18,Zhixin Technology,Test Intern,"Job Description: 1. Mobile APP testing (social, tools, etc.) 2. Find bugs and record documents; 3. Other test-related content; We hope you: 1. Graduated in 2025 or later, with a bachelor's degree or above in computer-related majors, passed CET 4, responsible for mobile platform Android and iOS client product function testing and interface testing; 2. Love the software testing industry, interested in mobile App testing, responsible, careful, and have a strong understanding of project requirements; 3. Have certain experience in mobile application testing or software testing.",200-250 Yuan/day,"['Beijing', '5 days/week 3 months', 'Undergraduate']","Room 1209, Building A, Guorui Plaza, Daxing District, Beijing",['Testing work experience'],https://www.zhipin.com/job_detail/11d4639db487956c1Hd_3NS_FFBX.html,
59,59,0,SpeechOcean,Project Assistant (Minority Language),"1. Job responsibilities: 1) Confirm project requirements, formulate project plans, control project duration, make project budgets and avoid risks, and make progress reports 2) Coordinate and communicate internally and across departments, expand projects and accumulate resources; 3) Maintain old customers, develop new customers, and manage internal teams; 4) Formulate salary settlement, reimbursement and final accounts for project implementation and manage project data quality; 2. Qualifications: 1) English CET-6 or above; Bachelor degree or above; those with language advantages are preferred; 2) Have good professional ethics and professional conduct, be good at communication and coordination, have a good sense of teamwork, high sensitivity and certain judgment ability; 3) Have a strong sense of responsibility, work meticulously and conscientiously, be organized, careful and thoughtful, be able to calmly deal with emergencies and report and coordinate properly; 3. Working hours: 8-hour work system, two days off, flexible work system [Company benefits]: seven insurances and one housing fund + quarterly bonus + year-end bonus + free physical examination + holiday benefits + paid annual leave + employee travel + meal allowance",8-10K · 16 salary,"['Beijing', 'Experience not required', 'Bachelor']","Room 801, Block D, Yousheng Building, Haidian District, Beijing (Wudaokou Shopping Center)","['English', 'Portuguese', 'Italian', 'German', 'African-Asian', 'Ukrainian', 'Swedish', 'Czech']",https://www.zhipin.com/job_detail/8ac7434c4afd2b4803R62dW0FVM~.html,0.0
60,60,3,SpeechOcean,Twins palm collection,"Working hours: unlimited Working hours: unlimited Settlement method: daily Recruitment deadline: 2023-11-30#Twins' palm collection# [Job responsibilities] Collection according to requirements, mainly taking photos [Job requirements] 1. Identical twins are required 2. Just come to the company in Beijing. If there are many twins from other places, we can travel to collect (specific details are negotiable) [Salary level] 350-450/person; [Project cycle] It only takes about 2 hours, the specific time is negotiable [Company address]: Block D, Yousheng Building, 28 Chengfu Road, Haidian District, Beijing",100-150 yuan/hour,"['Beijing', 'Experience required', 'Education required']","Building D, Yousheng Building, Haidian District, Beijing (Wudaokou Shopping Center)",['twin'],https://www.zhipin.com/job_detail/dffcfd448427d9fb1Xx-29q9E1tY.html,3.0
61,61,6,SpeechOcean,Project Manager - English (or other languages),"Job responsibilities: 1. Confirm project requirements, formulate project plans, and prepare project budgets; 2. Promote project execution and monitoring, do a good job of communication and coordination within the department, across departments, and with customers during the project process, and solve problems in a timely manner; 3. Control project costs, pay attention to project quality and duration, and ensure that the project is completed on time and with quality; 4. Maintain good customer relationships, follow up on project feedback, and complete project acceptance; 5. Complete the company's internal closing process and conduct project summary work. Qualifications: 1. Bachelor degree or above, foreign language or computer-related majors, more than 3 years of project management experience, voice and data industry is preferred; 2. English level 6 or above, fluent in oral English, barrier-free communication, and other foreign language skills are a plus (especially Japanese); 3. Strong communication and coordination skills, strong sense of responsibility, and good teamwork spirit; 4. Clear logic, good learning ability, independent thinking ability, and problem-solving ability; 5. Strong stress resistance, plan to develop in Beijing for a long time.",16-30K·16 salary,"['Beijing', '3-5 years', 'Undergraduate']","Haitian Ruisheng, 4th Floor, Linghang Technology Building, Haidian District, Beijing","['Computer-related major', 'Big data project management experience', 'Pre-sales support experience', 'PMP', 'PMI-ACP', 'ASR', 'English', 'Voice']",https://www.zhipin.com/job_detail/42a93900ea4dfee71HF52tu8F1VX.html,6.0
62,62,9,SpeechOcean,Part-time in minor languages,"【Job Description】1.Responsible for the labeling of some foreign language projects2.Assist in refining project rules and answer questions about local linguistics3.Assist the person in charge to organize project data【Job requirements】1.Native speakers of global languages ​​are preferred2 .Have a relevant linguistic background, or some experience with labeling3.You can work online, and there are no working hours【Salary】Pay-as-you-goIt can be talked about according to the content and difficulty of the work【Company address 】U-Center Building, No. 28 Chengfu Road, Haidian District, Beijing",15-20K,"['Beijing', 'Experience not required', 'Bachelor']","Room 801, Block D, Yousheng Building, Haidian District, Beijing",['Minority languages'],https://www.zhipin.com/job_detail/c76ac9fdf1ec5a0e1Xx509y5E1ZY.html,9.0
63,63,12,SpeechOcean,Part-time in minor languages,"【Job Description】1.Responsible for the labeling of some foreign language projects2.Assist in refining project rules and answer questions about local linguistics3.Assist the person in charge to organize project data【Job requirements】1.Native speakers of global languages ​​are preferred2 .Have a relevant linguistic background, or some experience with labeling3.You can work online, and there are no working hours【Salary】Pay-as-you-goIt can be talked about according to the content and difficulty of the work",15-18K,"['Shenzhen', 'Experience not limited', 'Bachelor']",Shenzhen Pingshan Innovation Plaza 20,['native'],https://www.zhipin.com/job_detail/5de22f8762d9c69d1HRz0t2_FVNQ.html,12.0
64,64,15,SpeechOcean,Online novel writer,"Working hours: unlimited Working period: unlimited Settlement method: settlement upon completion Recruitment deadline: 2023-12-25 This position is part-time and requires fans of the following three novels: ""The End of Ten Days"", ""You Make a Sword, I Go Crazy, Practice to Save the Entertainment Circle"", and ""Starting to Live Forever, Living Until the End of Time"". At the same time, you must have a certain literary foundation and love to write and read online articles. You can create a second version of a given online novel, such as simulating the protagonist's tone and character to construct a dialogue. You can work online, with no specific office hours required, as long as you can complete the task on time. Price private chat",120-150 yuan/hour,"['Beijing', 'Experience required', 'Education required']","Building D, Yousheng Building, Haidian District, Beijing","['Part-time job', 'Piece-rate', 'Online novel', 'Suspense and mystery']",https://www.zhipin.com/job_detail/308b46a0261e37a71HV93d64FlpQ.html,15.0
65,65,18,SpeechOcean,Portuguese Project Assistant,"1. Job responsibilities: 1) Confirm project requirements and formulate project plans; 2) Control project duration, make project budgets and avoid risks, and make progress reports; 3) Coordinate and communicate internally and across departments, expand projects and accumulate resources; 4) Formulate salary settlement, reimbursement and final accounts for project implementation and manage project data quality; 2. Qualifications: 1) English CET-6 or above; Bachelor degree or above; those with language advantages are preferred; 2) Have good professional ethics and professional conduct, be good at communication and coordination, have a good sense of teamwork, high sensitivity and certain judgment ability; 3) Have a strong sense of responsibility, work meticulously and conscientiously, be organized, careful and thoughtful, be able to calmly deal with emergencies and report and coordinate properly; [Company benefits]: seven insurances and one fund + quarterly bonus + year-end bonus + free physical examination + holiday benefits + paid annual leave + employee travel + meal allowance",8-10K · 16 salary,"['Beijing', 'Experience not required', 'Bachelor']","Room 801, Block D, Yousheng Building, Haidian District, Beijing (Wudaokou Shopping Center)","['Portuguese', 'Brazilian']",https://www.zhipin.com/job_detail/9a2728e2bfb5858c1nJ40tq5EFBR.html,18.0
66,66,20,Magic Data,ChatGPT Trainer Intern,"Job responsibilities: 1. Human-machine dialogue, that is, humans constantly ask questions to the machine, and the machine gives answers based on the questions; 2. Do a good job of answering questions and sorting out problems according to project specifications; 3. Complete other tasks assigned by the leader. Job requirements: 1. Junior or senior year or second or third year graduate student, liberal arts majors are preferred; 2. Careful and attentive, sensitive to text, have a certain degree of stress resistance and self-motivation, and have a spirit of teamwork; 3. Able to work more than 4 days a week, at least three months, long-term internships are preferred.",150-180 yuan/day,"['Beijing', '4 days/week 3 months', 'Undergraduate']","Room 501, 5th Floor, Building G, Haidian Cultural and Educational Industrial Park, Haidian District, Beijing","['Part-time job', 'Data annotation', 'Text annotation', 'Annotation result sorting', 'Annotation result spot check', 'chatGPT']",https://www.zhipin.com/job_detail/89c25ea485bf9e9a1XNz29y_EVdU.html,0.0
67,67,22,Magic Data,Project Assistant,"Job requirements: 1. Bachelor degree or above in linguistics-related majors, such as linguistics and applied linguistics/Chinese linguistics/dialectology, etc.; 2. Familiar with the basic knowledge of phonetics, strong listening and sound recognition skills, and can flexibly use IPA to annotate pronunciation; 3. English proficiency is above CET-6, TOEFL scores are preferred, and listening, speaking, reading and writing skills are balanced; 4. Have a certain understanding of dialects, relevant research experience (have done topics, projects or written papers), or dialect collection experience is preferred; 5. Interested in artificial intelligence, computer-related fields, and willing to learn. Job content: 1. Confirm product requirements, do a good job of communication and coordination during the product production process, and solve problems that arise in the process in a timely manner; 2. Be responsible for product acceptance and ensure the quality of the final delivery of the product; 3. Complete product production according to product requirements; 4. Other Chinese and English document writing, data analysis, research and other work related to the product; 5. Other things assigned by the leader. Bonus points for experience in the following industries: Big data",7-9K,"['Beijing', 'Experience not required', 'Bachelor']","4th Floor, Building G, Haidian Cultural and Educational Industrial Park, Haidian District, Beijing","['Linguistics', 'English', 'Project Assistant']",https://www.zhipin.com/job_detail/e8af47cf9f3ba6401nN529W7FVVZ.html,2.0
68,68,25,Magic Data,Project Manager ASR,"1. Organize and coordinate all aspects of voice collection and annotation projects. 2. Responsible for docking projects with customers, understanding project requirements, sorting out specifications, and training management. 3. Follow up on project progress and answer questions from annotators. 4. Quality inspection and acceptance of annotators' output data to meet the quality and duration requirements of the project 5. Monthly statistics of workload and completion of project settlement. 6. Project management, docking with customers, control of quality, duration and cost. Job requirements: 1. Bachelor degree or above, English communication is preferred. 2. Excellent text reading comprehension ability and sensitive thinking. 3. Good stress resistance, optimistic, positive, strong self-motivation and career development plan, good at communicating with people. 4. Proficient in using office software such as excel and word, and have a fast learning ability for new tools. 5. Good professional ethics and professional conduct, good at communication and coordination, and good sense of teamwork. We have a technical team with strong coding ability, an experienced sales team, and a professional and reliable project team. We provide seven insurances and one housing fund, additional commercial supplementary medical insurance, and accidental injury insurance. We also provide snacks and drinks every day, interesting team-building activities, flexible working hours, comfortable office environment, and holiday benefits. If you are interested in artificial intelligence and high technology, if you pursue excellence, simplicity and reliability, if you are full of entrepreneurial mentality, smart and tough, please join us!",12-18K,"['Beijing', '3-5 years', 'Undergraduate']","5th Floor, Building G, Cultural and Educational Industrial Park, No. 44, North Third Ring Road, Haidian District, Beijing",['Non-technical project management'],https://www.zhipin.com/job_detail/ac8d31027afb7c681HV_3NS7EFtU.html,5.0
69,69,28,Magic Data,AI Solutions Engineer,"We are looking for an AI Solutions Engineer to provide professional AI solutions to overseas customers. As an AI Solutions Engineer, you play a vital role in the growth and development of new and existing customer relationships. One of your main responsibilities is to act as a liaison between customers and our AI data team, focusing on facilitating a smooth purchasing process. Job Responsibilities: 1. Sell data set products and data service solutions; 2. Build, develop and manage customer relationships; 3. Facilitate the purchase process with each customer; 4. Develop and implement effective sales strategies for new customers, including cold calls and on-site customer visits; 5. Provide technical support to customers; 6. Communicate with customers regularly to discuss their specific needs, make suggestions, and solve service problems; 7. Work with data project managers and engineers to help define project requirements; Job Requirements: 1. Bachelor's degree or above in artificial intelligence or other fields; 2. 1 year or more of work experience in the artificial intelligence industry, fluent in English; 3. Knowledge of artificial intelligence and familiarity with data; 4. Excellent written, oral communication and public speaking skills (including but not limited to Chinese and English); 5. Excellent organizational skills and time management skills; About Magic Data Beijing Qingshu Wisdom Technology Co., Ltd. (Magic Data) is mainly engaged in the collection and annotation services of artificial intelligence data services and the sales of data sets. The company is headquartered in Beijing, has a data processing center in China, and a wholly-owned subsidiary in Hong Kong. Magic Data is committed to providing customers with multi-dimensional, high-precision and reliable data. The data revolves around five forward-looking dimensions: coverage, multidimensionality, timeliness, high accuracy and regulatory compliance characteristics to ensure the overall needs of customers for structured data. Magic Data has contractors covering 50 major languages ​​used around the world. Our major customers include but are not limited to corporate groups around the world, including insurance finance, AIoT, social media and electric vehicle manufacturers.",15-30K,"['Beijing', '1-3 years', 'Undergraduate']","Room 501, 5th Floor, Building G, Haidian Cultural and Educational Industrial Park, Haidian District, Beijing","['Deep learning', 'Speech algorithm', 'Big data processing tools (Spark/Hadoop/Hive)', 'Algorithm engineering experience']",https://www.zhipin.com/job_detail/4538a83dfcaa9fe21XB529S_GVNW.html,8.0
70,70,31,Magic Data,ASR Project Intern,"Job Description: 1. Assist in the organization and coordination of all aspects of the voice TTS annotation project. 2. Assist in docking projects with customers, understand project requirements, sort out specifications, and conduct training management. 3. Follow up on project progress and answer questions from annotators. 4. Quality inspection and acceptance of annotators' output data to meet the quality and duration requirements of the project 5. Monthly statistics of workload and completion of project settlement. Job Requirements: 1. Bachelor degree or above, excellent English, and English communication skills are preferred. 2. Excellent text reading comprehension skills and sensitive thinking. 3. Good stress resistance, optimistic, positive, strong self-motivation and career development plan, and good at communicating with people. 4. Proficient in using office software such as excel and word, and have a fast learning ability for new tools. 5. Good professional ethics and professional conduct, good at communication and coordination, and good sense of teamwork.",190-200 Yuan/day,"['Beijing', '4 days/week 2 months', 'Education not limited']","Room 501, 5th Floor, Building G, Haidian Cultural and Educational Industrial Park, Haidian District, Beijing","['Part-time job', 'Office job']",https://www.zhipin.com/job_detail/e3994119f412c77b1X1_29i-EVBY.html,11.0
71,71,33,Magic Data,Project Manager/Project Supervisor,"Job content: 1. Manage the project team, ensure the normal operation of the team, coordinate and solve problems in the project and the work of the project manager and team leader. 2. Ensure the delivery of all task types. 3. Ensure that the delivery of all task annotation data (intra-group delivery efficiency and quality pass rate) meets project requirements. 4. Improve the cohesion of the jurisdiction team. Job requirements: 1) Bachelor degree or above, with team management experience. 2) Have good professional ethics and professional conduct, good at communication and coordination, good teamwork awareness, high sensitivity and certain judgment ability. 3) Strong sense of responsibility, meticulous and conscientious work, organized and thoughtful, able to calmly deal with emergencies and properly report and coordinate. Note: This position is more management-oriented and the work location is Luoyang. Bonus points include experience in the following industries: Big data·Internet·Communication/network equipment",4-6K,"['Luoyang', '1-3 years', 'Undergraduate']","Room 905, Building 6, Area A, Luoyang Hengsheng Technology Park, Luolong District, Luoyang","['Responsibility', 'Experience in medium and large software project management', 'Team management', 'Non-technical project management', 'Experience in big data project management']",https://www.zhipin.com/job_detail/35bffd88b359b2551XB839W6ElRT.html,13.0
72,72,36,Magic Data,Project Intern (Dialect Acceptance),"Job content: 1. Inspection and acceptance of Minnan dialect and Hakka dialect; 2. Working time: at least 2 months. Project requirements: 1. Able to understand Minnan dialect and Hakka dialect; 2. Can work online or offline; 3. Salary 200 yuan/day. If it is online work, as long as you can complete the quantitative tasks of the day.",190-200 Yuan/day,"['Beijing', '3 days/week 2 months', 'Education not limited']","5th Floor, Building G, Cultural and Educational Industrial Park, No. 44, North Third Ring Road, Haidian District, Beijing","['Taiwanese dialect', 'Hokkien', 'Hakka']",https://www.zhipin.com/job_detail/6ba2f59457d15bf61HB43t69F1RY.html,16.0
73,73,38,Magic Data,Dialect Acceptance Intern,"1. Acceptance of Minnan dialect and Shaanxi Xi'an dialect 2. At least 2 people are required 3. Mainly to check whether the text and audio are consistent 4. Careful and responsible are preferred 5. Start time: Start this week, at least 3-4 days a week",170-180 yuan/day,"['Beijing', '3 days/week 2 months', 'Education not limited']","Room 501, 5th Floor, Building G, Haidian Cultural and Educational Industrial Park, Haidian District, Beijing",['part time'],https://www.zhipin.com/job_detail/096fcc83839fe3d21XJ52d24ElFT.html,18.0
74,74,40,Data Hall,Marking quality inspector,"1. Proficient in the rules of various data annotation projects and the use of annotation tools, and be able to complete the annotation work of various projects with high quality according to the specific requirements of the project; 2. Record and feedback the problems in the annotation process, adjust the annotation method and improve the annotation rules according to the opinions and acceptance results of the demander; 3. Responsible for the splitting and release of data annotation tasks, monitor the progress of the project and production efficiency, timely report the progress and maintain relevant data reports; 4. Merge or organize the annotation results as required, and analyze the annotation results and acceptance opinions; 5. Regularly summarize, and propose optimization suggestions for the annotation platform or project efficiency improvement plans based on your own experience and user feedback; 6. Complete the delivery of qualified data within the required period and be responsible for the results. Job requirements: 1. Have experience in 3D point cloud annotation, be sensitive to specific content, images and other data, and be able to identify the classification characteristics of data content; 2. Be able to complete the effect evaluation of each model according to specific standards; 3. Those with data annotation experience and understanding of the basic principles of machine learning are preferred, and those who have been exposed to and learned Linux system related commands are preferred; 4. Actively learn, communicate smoothly, and be able to quickly and proficiently master various discrimination standards; 5. Full-time college degree or above.",3-4K,"['Baoding', 'Experience not limited', 'College degree']",Baoding Lianchi District Baoding Lianchi District Double Innovation Base,"['Full-time job', 'Annotation method optimization', 'Annotation result spot check', 'Annotation result sorting', 'Image annotation', 'Text annotation', 'Region annotation', 'Point annotation', 'Classification annotation', 'Strong data analysis ability']",https://www.zhipin.com/job_detail/5c09df711f4adb491XJz3dm1FVFY.html,0.0
75,75,43,Data Hall,Operations Engineer,"Job Description: Responsible for and participate in the deployment, operation and maintenance of the company's platform, database and various middleware, involving multiple scale servers, ensuring server stability and availability. Job Requirements: 1. Proficient in the configuration, management and optimization of the Linux operating system, and able to independently troubleshoot and solve various problems at the operating system layer; 2. Master the deployment of nginx, kafka, zabbix, docker, MongoDB, zookeeper, Samba, etc., and have practical deployment experience; 3. Familiar with MySQL database maintenance; 4. Can write simple Python scripts, understand Java, and have good system performance optimization and troubleshooting capabilities; 5. Assist in writing project-related documents; 6. Assist the project manager to complete project management work and promote project acceptance; 7. This position requires business travel;",7-10K,"['Hefei', '1-3 years', 'College']","12th Floor, Artificial Intelligence Building, Building D, Phase IV, International E-commerce Industrial Park, Shushan District, Hefei","['Linux', 'Python', 'Java', 'Server Configuration', 'Container Technology', 'Distributed Technology', 'Nginx', 'Docker']",https://www.zhipin.com/job_detail/dd888fa0f8d483df1nZ83N21GFVQ.html,3.0
76,76,46,Data Hall,Marketing Operations Intern,"Job Responsibilities: 1. Assist in the daily operation of Datatang's overseas cooperation platform. 2. Assist in the writing and sending of development letters to overseas customers, including data monitoring and analysis. 3. Responsible for the design and production of some advertising materials. 4. Other tasks assigned by the leader. Qualifications: 1. Undergraduate/graduate students, with a background in studying abroad preferred, and journalism/marketing majors preferred. 2. Excellent English listening, speaking, reading and writing skills, and solid writing skills. 3. Serious and proactive, with strong logical and structured thinking, digital thinking, good communication skills, teamwork skills, and adaptability. 4. Candidates with excellent internship performance can be converted to regular employees.",200-250 Yuan/day,"['Beijing', '4 days/week 3 months', 'Undergraduate']","1st-4th Floor, Datatang (Beijing) Technology Co., Ltd., Haidian District, Beijing","['Content production and operation', 'Pictures and text', 'Does not accept home office', 'Company publicity']",https://www.zhipin.com/job_detail/735ae78d7dd1a91b1HB42Nm_GVNW.html,6.0
77,77,48,Data Hall,"Part-time French in Quebec, Canada","Work cycle: long-term part-timeWorking period per week: 2-3 daysWorking hours: unlimitedWorking period: unlimitedSettlement method: settlement after completionRecruitment deadline: 2024-07-12Part-time job: Online quality inspection of Quebec French. Job content: 1. According to the specifications, transcribe the voice content into language text2. According to the specifications, intercept the voice into sentences to judge the noise, effectiveness and other attributes, and operate according to the specifications. Job requirements: 1. The accuracy of the transcribed words must be 98% or above2. The accuracy of the label attributes must reach 85% or aboveWorking hours: flexible and you can work according to your own time every day. You can work part-time online at home and use the company platform for training.Salary: 120 yuan/effective hourSettlement method: Settlement on a monthly basis based on the data accepted by the customer",120-150 yuan/hour,"['Shenzhen', 'Experience not limited', 'College degree']","Room 803, Building 3, Phase II, Sunshine Yuehai Garden, No. 3818, Baishi Road, Yuegui Community, Yuehai Street, Nanshan District, Shenzhen, Guangdong Province",['part time'],https://www.zhipin.com/job_detail/9d47c1baf2efd3051HF83tu9EVdV.html,8.0
78,78,51,Data Hall,Norwegian translation,"Part-time job: Online quality inspection of Norwegian. Job content: 1. According to the specifications, transcribe the speech content into language text 2. According to the specifications, intercept the speech into sentences to judge the noise, effectiveness and other attributes, and operate according to the specifications. Job requirements: 1. The accuracy of the transcribed words must be 98% or above 2. The accuracy of the label attributes must reach 85% or above Working hours: Flexible and can work according to your own time every day. You can work part-time online at home and use the company platform for training. Salary: 120 yuan/effective hour Settlement method: Settlement on a monthly basis based on the data accepted by the customer",4-8K,"['Shenzhen', 'Experience required', 'Education required']","Room 803, Building 3, Phase II, Sunshine Yuehai Garden, No. 3818, Baishi Road, Yuegui Community, Yuehai Street, Nanshan District, Shenzhen, Guangdong Province","['Part-time job', 'No need to work']",https://www.zhipin.com/job_detail/74a330a48028f1b21HJ-39i6FVVX.html,11.0
79,79,54,Data Hall,Operations Engineer,"Job Description: Responsible for and participate in the deployment, operation and maintenance of the company's platform, database and various middleware, involving multiple scale servers, ensuring server stability and availability. Job Requirements: 1. Proficient in the configuration, management and optimization of the Linux operating system, and able to independently troubleshoot and solve various problems at the operating system layer; 2. Master the deployment of nginx, kafka, zabbix, docker, MongoDB, zookeeper, Samba, etc., and have practical deployment experience; 3. Familiar with MySQL database maintenance; 4. Can write simple Python scripts, understand Java, and have good system performance optimization and troubleshooting capabilities; 5. Assist in writing project-related documents; 6. Assist the project manager to complete project management work and promote project acceptance;",7-10K,"['Nanchang', '1-3 years', 'College']","No. 1588, Yingbin North Avenue, State Grid, Qingyunpu District, Nanchang, State Grid Jiangxi Electric Power Company, Electric Power Economics and Technology Research Institute","['Linux', 'Python', 'Java', 'Server Configuration', 'Container Technology', 'Distributed Technology', 'Nginx', 'Docker']",https://www.zhipin.com/job_detail/3602243ad3fb9dc61nZy3t64EVZU.html,14.0
80,80,57,Data Hall,Korean Sales Manager,"Job Responsibilities: 1. According to market conditions, develop domestic and foreign artificial intelligence big data markets; 2. Independently complete the company's data collection, sales of annotation products, and participate in the negotiation and signing of contracts; 3. Maintain existing old customer relationships, explore customer needs, and promote new orders; 4. Understand customer status, timely update, maintain, and analyze customer data; 5. Responsible for the tracking and delivery of customer orders, and handle after-sales issues. Job requirements: 1. Full-time undergraduate degree or above, computer and management related majors are preferred; those with overseas study background are preferred. 2. 1-3 years of sales experience, understanding of the Internet data industry, high acceptance of new things, and strong learning ability. 3. Have excellent problem-solving and communication skills; 4. Have the ability to independently expand into new areas and have momentum; 5. Strong sales development capabilities and a certain ability to withstand pressure. 6. TOPIK6, those with work experience in the automotive industry are preferred",15-25K,"['Beijing', '1-3 years', 'Undergraduate']","1st-4th Floor, Datatang (Beijing) Technology Co., Ltd., Haidian District, Beijing",['Korean'],https://www.zhipin.com/job_detail/c50a276ccaad62711HF_2di6EFVW.html,17.0
81,81,60,MindFlow,Key Account Sales Assistant,"[Job Responsibilities] 1. Customer relationship management, establish and maintain long-term cooperative relationships with customers, and promote customer renewal and additional purchases by providing high-value services; 2. Accurately identify and understand customer needs, and collect and analyze customer needs and feedback to form solutions; 3. Daily maintenance of customers, including consulting follow-up, problem handling, training and improvement, knowledge base summary and other support services; 4. Establish customer files, gain insight into the customer life cycle, and provide corresponding support for customers at different stages; 5. Organize and update technical manuals and other implementation documents, organize, mine and publicize typical customer cases. [Job Requirements] 1. Full-time unified enrollment with a bachelor's degree or above, 1-3 years of B-side business experience, those with autonomous driving background and customer success experience are preferred; 2. Clear thinking, strong logic, goal orientation, strong learning ability and research spirit; 3. Have keen market insight, good at discovering and analyzing industries, and understand industry development trends; 4. Be passionate about work and have an entrepreneurial spirit, and be able to withstand the pressure of rapid business expansion.",10-15K · 15 salary,"['Beijing', '1-3 years', 'Undergraduate']","Room 815, Building 1A, Block 1A, Wangjing SOHO T1A, Chaoyang District, Beijing","['Internet/Tech', 'Automobile', 'Communication Skills', 'Enterprise (To B)', 'Assist in developing new customers', 'Assist in maintaining customer relationships', 'Sales experience to institutions (To B)']",https://www.zhipin.com/job_detail/6a1bebc1981976311HN92du-EVFR.html,0.0
82,82,63,MindFlow,Manfu Technology is recruiting supply chain specialists,"Job Responsibilities1. Find and develop suitable suppliers in accordance with the company's supplier development management process2. Responsible for supplier performance evaluation and classification and grading management3. Responsible for the construction and maintenance of the supplier pool, and complete the matching of supplier resources according to the business4. Responsible for combining the supply and demand market, conducting price and cost research, and promoting the cost optimization of the business systemParticipate in the functional design of the supplier management system required by the above supplier managementJob Requirements1. Bachelor degree or above2. 3 years or more of cross-category supplier management experience in the Internet industry3. Those with experience in building supplier management systems are preferred.4. Sensitive to data, good at obtaining business changes from data changes and proficient in using data analysis tools;5. Have experience, understanding and enthusiasm for Internet products;6. Accept short-term business trips, about a week is preferred: at least 1 year of sourcing and procurement experience in artificial intelligence fields such as data labeling and collection, and with collection and labeling team resourcesOriginal title: ""Supply Chain Specialist""",9-14K · 16 salary,"['Beijing', '1-3 years', 'Undergraduate']","Room 0815, Block 1A, Wangjing SOHO, Chaoyang District, Beijing","['Good English skills', 'Experience in medium to large supply chain management']",https://www.zhipin.com/job_detail/ff810c736dbf45081HJ_39q4EVBQ.html,3.0
